owner_category,owner_name,property_address,city,apn,lot_sqft,lot_acres,jurisdiction,zoning,property_use,assessed_land,assessed_improvement,assessed_total,improv_land_ratio,last_transfer_date,assessor_last_sale_date,lat,lon,score,score_reasons,source,current_use_web,current_use_source
3 Municipal,SAN FRANCISCO CITY & CO OF,ESCUELA AVE,MOUNTAIN VIEW,154-01-030,82764,1.900,SANTA CLARA,R312,PUBLIC WORKS,361956,0,361956,0.000,,,37.400097,-122.093531,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R312 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,PALO ALTO,132-06-040,82347,1.890,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,,,37.421108,-122.112106,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF SFPUC,,SUNNYVALE,104-28-070,81283,1.866,SANTA CLARA,R0,PUBLIC WORKS,33211,0,33211,0.000,,,37.397768,-121.989194,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R0 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,LAKEWOOD PARK,SUNNYVALE,110-23-104,72745,1.670,SANTA CLARA,R1,PUBLIC WORKS,229269,0,229269,0.000,,,37.396646,-121.997507,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,284-07-016,72745,1.670,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,1998-06-05,1998-06-05,37.305792,-121.914742,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,455-93-081,72222,1.658,SANTA CLARA,R1-8,PUBLIC WORKS,0,0,0,,2019-01-16,,37.284317,-121.852755,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF SFPUC,,SUNNYVALE,104-28-072,69478,1.595,SANTA CLARA,R0,PUBLIC WORKS,20201,0,20201,0.000,,,37.397684,-121.98822,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R0 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,708-18-068,65776,1.510,SANTA CLARA,R1-8P,PUBLIC WORKS,0,0,0,,,1977-12-02,37.220992,-121.766786,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1-8P +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,280 W TAYLOR ST,SAN JOSE,259-16-119,58021,1.332,SANTA CLARA,R,PUBLIC WORKS,0,0,0,,,,37.345879,-121.904713,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,742-09-052,53448,1.227,SANTA CLARA,R120,PUBLIC WORKS,0,0,0,,,,37.184515,-121.812825,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R120 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,,SUNNYVALE,110-24-039,51836,1.190,SANTA CLARA,R0,PUBLIC WORKS,27882,0,27882,0.000,,,37.396606,-122.000338,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R0 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,659-78-047,50181,1.152,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,2007-03-09,2007-03-09,37.321096,-121.775657,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,GRANADA DR,MOUNTAIN VIEW,150-24-020,49223,1.130,SANTA CLARA,R3-2*,PUBLIC WORKS,71530,0,71530,0.000,,,37.40144,-122.083794,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R3-2* +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,MEADOWLAKE DR,SUNNYVALE,110-20-013,48787,1.120,SANTA CLARA,R1,PUBLIC WORKS,26142,0,26142,0.000,,,37.396607,-122.002533,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & CO OF,724 ARASTRADERO RD,PALO ALTO,137-29-016,47045,1.080,SANTA CLARA,R1B1,PUBLIC WORKS,75611,0,75611,0.000,,,37.401089,-122.131094,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1B1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & CO OF SFPUC,,SUNNYVALE,110-28-002,44867,1.030,SANTA CLARA,RMH,PUBLIC WORKS,44830,0,44830,0.000,,,37.396694,-122.01083,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning RMH +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & CO OF,WILDROSE WAY,MOUNTAIN VIEW,150-19-032,43996,1.010,SANTA CLARA,R3-1*,PUBLIC WORKS,63973,0,63973,0.000,,,37.401412,-122.085881,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R3-1* +12,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,SAN JOSE UNIFIED S D,BRET HARTE DR,SAN JOSE,701-06-017,2186276,50.190,SANTA CLARA,R1-5,OTHER / UNKNOWN,0,0,0,,,,37.215056,-121.844697,42,20-100ac big -25; owner +5; zoning R1-5 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,595-08-002,1973082,45.296,SANTA CLARA,R1-8,OTHER / UNKNOWN,0,0,0,,,,37.403018,-121.788126,42,20-100ac big -25; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,729-50-003,1305734,29.976,SANTA CLARA,R1-1,OTHER / UNKNOWN,0,0,0,,,1979-06-25,37.17497,-121.672881,42,20-100ac big -25; owner +5; zoning R1-1 +12,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,S D UNION,,SAN JOSE,567-33-001,1071827,24.606,SANTA CLARA,R1-8,OTHER / UNKNOWN,0,0,0,,,,37.239537,-121.898435,42,20-100ac big -25; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,WOODFORD DR,SAN JOSE,447-29-038,390573,8.966,SANTA CLARA,R1-8,OTHER / UNKNOWN,0,0,0,,,1977-03-30,37.260682,-121.909574,42,5-20ac -5; owner -15; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY TRANSIT DIST,,SAN JOSE,230-37-036,324539,7.450,SANTA CLARA,R1-8,OTHER / UNKNOWN,0,0,0,,,1984-05-04,37.353805,-121.908907,42,5-20ac -5; owner -15; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,704-09-006,189939,4.360,SANTA CLARA,HS,AGRICULTURE / FARMING,0,0,0,,,1986-11-26,37.226255,-121.795514,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTR,,SAN JOSE,434-13-034,173378,3.980,SANTA CLARA,SJ,VACANT LAND,0,0,0,,2005-01-19,,37.311301,-121.886248,42,VACANT LAND +25; 1-5ac +12; owner -45,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,680-32-031,167166,3.838,SANTA CLARA,,AGRICULTURE / FARMING,0,0,0,,,,37.293677,-121.769692,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,673-14-028,160736,3.690,SANTA CLARA,SJ,AGRICULTURE / FARMING,0,0,0,,,1974-02-26,37.314346,-121.796391,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,931 ZANKER LN,SAN JOSE,015-31-028,142006,3.260,SANTA CLARA,LI,AGRICULTURE / FARMING,0,0,0,,,1975-09-05,37.429067,-121.940237,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,660-21-024,117085,2.688,SANTA CLARA,LI,AGRICULTURE / FARMING,0,0,0,,,1988-08-24,37.304314,-121.767622,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SUNNYVALE,104-01-050,111949,2.570,SANTA CLARA,M3,AGRICULTURE / FARMING,0,0,0,,,,37.416007,-121.987205,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,676-55-057,111873,2.568,SANTA CLARA,,AGRICULTURE / FARMING,0,0,0,,,1992-06-03,37.300145,-121.77342,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,583-24-009,102801,2.360,SANTA CLARA,HS-SR,AGRICULTURE / FARMING,0,0,0,,,,37.169593,-121.853868,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,1240 FAIR OAKS WAY,SUNNYVALE,110-29-035,94793,2.176,SANTA CLARA,M1,AGRICULTURE / FARMING,0,0,0,,,1978-08-18,37.405773,-122.010361,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,254-42-096,93922,2.156,SANTA CLARA,SJ,AGRICULTURE / FARMING,0,0,0,,,1987-08-17,37.370237,-121.869054,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTRICT,,SAN JOSE,484-33-052,91476,2.100,SANTA CLARA,IP,VACANT LAND,0,0,0,,2010-12-29,2010-12-29,37.356604,-121.824621,42,VACANT LAND +25; 1-5ac +12; owner -45,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,689-56-024,88606,2.034,SANTA CLARA,SJ,AGRICULTURE / FARMING,0,0,0,,,1974-09-24,37.226702,-121.807069,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,372 MANILA DR,SAN JOSE,708-01-015,81215,1.864,SANTA CLARA,PUB,AGRICULTURE / FARMING,0,0,0,,,1981-03-06,37.226301,-121.798261,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DIST,,SAN JOSE,567-69-002,77010,1.768,SANTA CLARA,SJ,VACANT LAND,0,0,0,,2000-11-03,,37.238513,-121.885622,42,VACANT LAND +25; 1-5ac +12; owner -45,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,3799 QUIMBY RD,SAN JOSE,654-03-015,69564,1.597,SANTA CLARA,HS,AGRICULTURE / FARMING,0,0,0,,,,37.332546,-121.761733,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SUNNYVALE,104-01-059,67518,1.550,SANTA CLARA,M3,AGRICULTURE / FARMING,0,0,0,,,1968-07-08,37.413249,-121.987293,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,COUNTY OF SANTA CLARA,,SAN JOSE,678-08-049,65775,1.510,SANTA CLARA,IP,AGRICULTURE / FARMING,0,0,0,,2020-10-23,2020-10-23,37.254028,-121.777091,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,696-32-032,61855,1.420,SANTA CLARA,SJ,AGRICULTURE / FARMING,0,0,0,,,1986-12-09,37.233585,-121.871087,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTR,,SAN JOSE,434-04-079,56434,1.296,SANTA CLARA,SJ,VACANT LAND,0,0,0,,2005-01-19,,37.31356,-121.88779,42,VACANT LAND +25; 1-5ac +12; owner -45,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,SAN JOSE UNIFIED S D,,SAN JOSE,456-10-003,45302,1.040,SANTA CLARA,M2,AGRICULTURE / FARMING,0,0,0,,,,37.299677,-121.874456,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY (CA),SCENIC MEADOW LN,SAN JOSE,660-62-006,44925,1.031,SANTA CLARA,0,AGRICULTURE / FARMING,0,0,0,,1998-07-13,,37.283408,-121.759593,42,AGRICULTURE / FARMING -25; 1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,708-27-007,3467812,79.610,SANTA CLARA,A1250,VACANT LAND,0,0,0,,2019-11-21,2016-03-09,37.206245,-121.733971,40,VACANT LAND +25; 20-100ac big -25; owner +5; zoning A1250 -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,708-26-002,1935370,44.430,SANTA CLARA,APD,VACANT LAND,0,0,0,,2019-11-21,2016-03-09,37.212343,-121.738137,40,VACANT LAND +25; 20-100ac big -25; owner +5; zoning APD -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,15350 PENITENCIA CREEK RD,SAN JOSE,599-25-001,1874995,43.044,SANTA CLARA,SJ,Residential,0,0,0,,,,37.394255,-121.819609,40,Residential +10; 20-100ac big -25; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,EMADO AVE,SAN JOSE,708-26-001,1780732,40.880,SANTA CLARA,A-PD,VACANT LAND,0,0,0,,2019-11-21,2016-03-09,37.210579,-121.740608,40,VACANT LAND +25; 20-100ac big -25; owner +5; zoning A-PD -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,5285 SNELL AVE,SAN JOSE,464-06-021,1281970,29.430,SANTA CLARA,AW,VACANT LAND,0,0,0,,2004-01-28,2004-01-28,37.260843,-121.832906,40,VACANT LAND +25; 20-100ac big -25; owner +5; zoning AW -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,708-27-001,1123412,25.790,SANTA CLARA,A-PD,VACANT LAND,0,0,0,,2019-11-21,2016-03-09,37.208639,-121.736547,40,VACANT LAND +25; 20-100ac big -25; owner +5; zoning A-PD -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,708-27-014,1074189,24.660,SANTA CLARA,A125,VACANT LAND,0,0,0,,2019-11-21,2016-03-09,37.203755,-121.73745,40,VACANT LAND +25; 20-100ac big -25; owner +5; zoning A125 -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,015-44-012,932663,21.411,SANTA CLARA,A(PD),VACANT LAND,0,0,0,,2014-08-25,2014-08-25,37.428442,-121.963361,40,VACANT LAND +25; 20-100ac big -25; owner +5; zoning A(PD) -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE-PUBLIC WORKS,502 HILLSDALE AVE,SAN JOSE,455-10-051,875556,20.100,SANTA CLARA,APD,VACANT LAND,0,0,0,,2009-12-07,2009-12-07,37.284405,-121.861509,40,VACANT LAND +25; 20-100ac big -25; owner +5; zoning APD -15,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,S D EVERGREEN,3276 CORTONA DR,SAN JOSE,660-32-023,872695,20.034,SANTA CLARA,A-PD,VACANT LAND,0,0,0,,,1989-06-05,37.310932,-121.761958,40,VACANT LAND +25; 20-100ac big -25; owner +5; zoning A-PD -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,4041 N 1ST ST,SAN JOSE,097-53-015,217800,5.000,SANTA CLARA,A(PD),COMMERCIAL,0,0,0,,2015-09-18,2015-09-18,37.413902,-121.953857,40,COMMERCIAL +5; 5-20ac -5; owner +5; zoning A(PD) -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,2090 EVANS LN,SAN JOSE,456-09-017,43295,0.994,SANTA CLARA,MI,PUBLIC WORKS,0,0,0,,2014-05-14,,37.295972,-121.874668,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,3773 ABORN RD,SAN JOSE,659-09-007,43200,0.992,SANTA CLARA,HS,PUBLIC WORKS,0,0,0,,1997-09-05,1997-09-05,37.3192,-121.759559,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,177 ASBURY ST,SAN JOSE,259-06-055,42350,0.972,SANTA CLARA,C,PUBLIC WORKS,0,0,0,,1998-11-04,1998-11-04,37.348956,-121.904445,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,690-17-034,40788,0.936,SANTA CLARA,SJ,PUBLIC WORKS,0,0,0,,,1977-09-16,37.255715,-121.824345,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,1889 MARKET ST,SANTA CLARA,269-25-096,40510,0.930,SANTA CLARA,B,PUBLIC WORKS,0,0,0,,,1987-05-15,37.34235,-121.953646,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,,MOUNTAIN VIEW,148-16-010,40480,0.929,SANTA CLARA,CRA,PUBLIC WORKS,320056,0,320056,0.000,,,37.402886,-122.114617,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,13650 STEVENS CANYON RD,CUPERTINO,351-19-005,40075,0.920,SANTA CLARA,HS,PUBLIC WORKS,0,0,0,,,1982-09-28,37.285872,-122.077883,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,685-06-003,39600,0.909,SANTA CLARA,M,PUBLIC WORKS,0,0,0,,2023-01-26,,37.268361,-121.823774,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & CO OF SFPUC,,SUNNYVALE,165-44-008,39204,0.900,SANTA CLARA,M1,PUBLIC WORKS,42449,0,42449,0.000,,,37.398868,-122.031387,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,216-45-059,38902,0.893,SANTA CLARA,ML,PUBLIC WORKS,0,0,0,,,,37.380059,-121.970659,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,SAN JOSE UNIFIED S D,890 E WILLIAM ST,SAN JOSE,472-33-007,36154,0.830,SANTA CLARA,SJ,PUBLIC WORKS,0,0,0,,,1974-04-22,37.336851,-121.866126,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & CO OF SFPUC,,SUNNYVALE,165-44-007,32670,0.750,SANTA CLARA,M1,PUBLIC WORKS,35460,0,35460,0.000,,,37.3984,-122.032793,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,555 E EVELYN AVE,MOUNTAIN VIEW,161-15-018,29664,0.681,SANTA CLARA,P(30),PUBLIC WORKS,0,0,0,,2019-10-11,2019-10-11,37.385997,-122.054764,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,5111 STARS AND STRIPES DR,SANTA CLARA,104-03-041,26000,0.597,SANTA CLARA,SC,PUBLIC WORKS,0,0,0,,,,37.407021,-121.968769,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,1000 S STELLING RD,CUPERTINO,359-25-049,20625,0.473,SANTA CLARA,PR,PUBLIC WORKS,0,0,0,,,1981-11-16,37.310612,-122.041032,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY (CA),3090 ALUM ROCK AVE,SAN JOSE,484-21-043,19044,0.437,SANTA CLARA,C1,PUBLIC WORKS,0,0,0,,2002-08-09,,37.364771,-121.82762,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-39-129,16117,0.370,SANTA CLARA,00,PUBLIC WORKS,0,0,0,,,1974-09-27,37.349135,-121.914938,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,,MOUNTAIN VIEW,148-16-035,16000,0.367,SANTA CLARA,CRA,PUBLIC WORKS,104570,0,104570,0.000,,,37.403997,-122.113149,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,,MOUNTAIN VIEW,148-16-011,15840,0.364,SANTA CLARA,CRA,PUBLIC WORKS,103982,0,103982,0.000,,,37.403587,-122.11378,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,CUPERTINO,342-52-001,14156,0.325,SANTA CLARA,A,OTHER / UNKNOWN,0,0,0,,,,37.340117,-122.090122,40,<1ac infill +20; owner -15; zoning A -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,678-93-037,13604,0.312,SANTA CLARA,LI,PUBLIC WORKS,0,0,0,,,,37.256691,-121.791373,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SANTA CLARA,230-03-041,13504,0.310,SANTA CLARA,M2,PUBLIC WORKS,202,0,202,0.000,,,37.371491,-121.937746,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,10461 MILLER AVE,CUPERTINO,369-15-009,12370,0.284,SANTA CLARA,PUB,PUBLIC WORKS,0,0,0,,1995-03-10,1995-03-10,37.316393,-122.013635,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,685-06-004,12197,0.280,SANTA CLARA,CN,PUBLIC WORKS,0,0,0,,2023-01-26,,37.267542,-121.822604,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,,MOUNTAIN VIEW,148-15-014,11630,0.267,SANTA CLARA,PUB,PUBLIC WORKS,0,0,0,,,1974-07-08,37.407103,-122.110281,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,,PALO ALTO,167-04-001,10454,0.240,SANTA CLARA,PF,PUBLIC WORKS,10147,0,10147,0.000,,,37.401219,-122.12479,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,678-93-038,9891,0.227,SANTA CLARA,LI,PUBLIC WORKS,0,0,0,,,,37.256789,-121.790572,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,SAN JOSE UNIFIED SCHOOL DIST,86 N 6TH ST,SAN JOSE,467-19-053,9453,0.217,SANTA CLARA,C3,PUBLIC WORKS,0,0,0,,2001-02-05,,37.34002,-121.885793,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,692-26-041,8953,0.206,SANTA CLARA,C1H,PUBLIC WORKS,0,0,0,,,,37.250013,-121.830538,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,,SAN JOSE,097-07-013,8000,0.184,SANTA CLARA,IP,PUBLIC WORKS,2575,0,2575,0.000,,,37.408962,-121.942222,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VTA,,SAN JOSE,458-11-029,7841,0.000,SANTA CLARA,A-20S,OTHER / UNKNOWN,0,0,0,,2011-06-29,,37.258262,-121.860003,40,<1ac infill +20; owner -15; zoning A-20S -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,298 W SAN CARLOS ST,SAN JOSE,264-28-158,7840,0.180,SANTA CLARA,C3,PUBLIC WORKS,0,0,0,,1993-12-23,1993-12-23,37.328575,-121.892016,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,,PALO ALTO,167-04-002,6970,0.160,SANTA CLARA,PF,PUBLIC WORKS,10147,0,10147,0.000,,,37.401079,-122.126313,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & CO OF SFPUC,,MOUNTAIN VIEW,160-04-017,6970,0.160,SANTA CLARA,PF,PUBLIC WORKS,29346,0,29346,0.000,,,37.401552,-122.065195,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,467-12-005,6480,0.149,SANTA CLARA,CG,PUBLIC WORKS,0,0,0,,2006-03-23,2006-03-23,37.345527,-121.871556,40,PUBLIC WORKS -35; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
